,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
212,000300.SH,20180213,3935.6324,3925.5955,3986.9807,3925.5955,3890.1046,45.5278,1.1703,112565885.0,144479354.377
213,000300.SH,20180212,3890.1046,3846.2671,3907.843,3828.0697,3840.6527,49.4519,1.2876,116182637.0,149858043.556
214,000300.SH,20180209,3840.6527,3896.1691,3911.2917,3759.1463,4012.0472,-171.3945,-4.272,206349828.0,246774828.431
215,000300.SH,20180208,4012.0472,4022.8802,4071.6653,3974.6779,4050.4972,-38.45,-0.9493,159269985.0,199061771.955
216,000300.SH,20180207,4050.4972,4205.7365,4212.5677,4048.4228,4148.8856,-98.3884,-2.3714,203127493.0,261507027.391
217,000300.SH,20180206,4148.8856,4182.3257,4211.5234,4131.5562,4274.1464,-125.2608,-2.9307,214910450.0,279415083.155
218,000300.SH,20180205,4274.1464,4204.458,4274.1464,4200.1409,4271.2326,2.9138,0.0682,161347799.0,217360144.504
219,000300.SH,20180202,4271.2326,4213.9386,4271.7647,4181.7793,4245.8978,25.3348,0.5967,146066827.0,191169867.288
220,000300.SH,20180201,4245.8978,4276.3425,4287.3888,4214.2909,4275.8986,-30.0008,-0.7016,190002934.0,239230298.933
221,000300.SH,20180131,4275.8986,4234.1101,4287.8576,4232.7727,4256.1021,19.7965,0.4651,145210164.0,194401798.025
222,000300.SH,20180130,4256.1021,4286.6834,4308.5115,4251.5706,4302.0181,-45.916,-1.0673,139034730.0,186650566.155
223,000300.SH,20180129,4302.0181,4387.0577,4395.9053,4287.1124,4381.2996,-79.2815,-1.8095,191100354.0,256176323.789
224,000300.SH,20180126,4381.2996,4352.2211,4403.3375,4351.4871,4365.0794,16.2202,0.3716,177227237.0,223331309.122
225,000300.SH,20180125,4365.0794,4381.9768,4392.1963,4336.2386,4389.8853,-24.8059,-0.5651,195374950.0,250308091.87
226,000300.SH,20180124,4389.8853,4389.4547,4397.8196,4349.0865,4382.6129,7.2724,0.1659,219818889.0,284470809.53
227,000300.SH,20180123,4382.6129,4346.8885,4383.5722,4346.7925,4336.5974,46.0155,1.0611,201867585.0,257113359.897
228,000300.SH,20180122,4336.5974,4276.4811,4338.4832,4275.8977,4285.395,51.2024,1.1948,174643195.0,233960223.311
229,000300.SH,20180119,4285.395,4281.9371,4316.5714,4269.6167,4271.4168,13.9782,0.3272,209490570.0,258554725.36
230,000300.SH,20180118,4271.4168,4259.375,4292.6372,4246.684,4248.1164,23.3004,0.5485,172032846.0,225289688.909
231,000300.SH,20180117,4248.1164,4261.7833,4283.3449,4230.5367,4258.473,-10.3566,-0.2432,214311032.0,284554359.815
232,000300.SH,20180116,4258.473,4215.6247,4260.2118,4213.1275,4225.2393,33.2337,0.7866,161494963.0,228271224.756
233,000300.SH,20180115,4225.2393,4229.8357,4262.9314,4216.3585,4225.001,0.2383,0.0056,170907897.0,234986586.088
234,000300.SH,20180112,4225.001,4205.1444,4227.3923,4199.0251,4205.5863,19.4147,0.4616,111354794.0,157606210.635
235,000300.SH,20180111,4205.5863,4197.1136,4211.799,4181.9572,4207.8132,-2.2269,-0.0529,121578539.0,170407305.946
236,000300.SH,20180110,4207.8132,4187.2044,4211.0549,4175.1355,4189.2977,18.5155,0.442,151121666.0,194850253.886
237,000300.SH,20180109,4189.2977,4157.5394,4191.2843,4153.5021,4160.1595,29.1382,0.7004,139034294.0,181975079.758
238,000300.SH,20180108,4160.1595,4140.8545,4166.3182,4127.3081,4138.7505,21.409,0.5173,173877666.0,226403872.932
239,000300.SH,20180105,4138.7505,4133.3439,4151.2818,4123.2817,4128.8119,9.9386,0.2407,149009872.0,185206293.226
240,000300.SH,20180104,4128.8119,4114.1213,4137.642,4105.8858,4111.3925,17.4194,0.4237,134543794.0,174523556.133
241,000300.SH,20180103,4111.3925,4091.4607,4140.0543,4088.7302,4087.4012,23.9913,0.587,151852218.0,205726889.556
242,000300.SH,20180102,4087.4012,4045.2086,4087.7789,4045.2086,4030.8549,56.5463,1.4028,146935435.0,178402032.875
